customerPrdct_id,PhoneService,MultipleLines,InternetService
5424-RLQLC,Yes,No,DSL
6682-QJDGB,Yes,No,DSL
6507-DTJZV,Yes,No,DSL
8780-IXSTS,Yes,Yes,Fiber optic
7673-BQGKU,Yes,No,No
6723-WSNTY,Yes,Yes,Fiber optic
9530-EHPOH,Yes,Yes,DSL
2725-IWWBA,Yes,No,DSL
0345-HKJVM,Yes,No,Fiber optic
1061-PNTHC,Yes,Yes,Fiber optic
0394-YONDK,Yes,Yes,No
6574-MCOEH,Yes,Yes,DSL
7399-QHBJS,Yes,Yes,DSL
3049-SOLAY,Yes,Yes,Fiber optic
0997-YTLNY,Yes,No,DSL
3317-HRTNN,No,No phone service,DSL
9479-HYNYL,Yes,No,DSL
3235-ETOOB,Yes,No,Fiber optic
9708-KFDBY,Yes,No,No
8058-INTPH,Yes,No,Fiber optic
3642-GKTCT,Yes,Yes,Fiber optic
0774-RMNUW,No,No phone service,DSL
1334-PDUKM,Yes,Yes,Fiber optic
0756-MPZRL,No,No phone service,DSL
2242-MFOTG,Yes,Yes,Fiber optic
2927-CVULT,Yes,Yes,Fiber optic
2144-BFDSO,Yes,Yes,Fiber optic
8745-PVESG,No,No phone service,DSL
7647-GYYKX,Yes,No,No
5647-FXOTP,Yes,Yes,Fiber optic
5569-OUICF,Yes,Yes,Fiber optic
8821-XNHVZ,Yes,No,Fiber optic
2082-OJVTK,Yes,Yes,Fiber optic
9700-ISPUP,Yes,No,DSL
9839-ETQOE,No,No phone service,DSL
6078-VESFR,Yes,No,Fiber optic
9027-TMATR,Yes,No,DSL
5940-NFXKV,Yes,Yes,Fiber optic
1941-HOSAM,Yes,No,Fiber optic
9110-HSGTV,Yes,No,DSL
0704-VCUMB,Yes,No,No
6171-ZTVYB,Yes,Yes,DSL
8053-WWDRO,Yes,No,No
9564-KCLHR,Yes,No,DSL
1935-IMVBB,Yes,No,Fiber optic
2535-PBCGC,No,No phone service,DSL
2082-CEFLT,Yes,No,DSL
1470-PSXNM,Yes,Yes,Fiber optic
1213-NGCUN,Yes,No,DSL
2498-XLDZR,Yes,No,DSL
9866-OCCKE,Yes,Yes,Fiber optic
5338-YHWYT,Yes,No,DSL
7718-UPSKJ,Yes,No,Fiber optic
8731-WBBMB,Yes,No,DSL
1448-CYWKC,Yes,Yes,Fiber optic
7901-IIDQV,Yes,Yes,DSL
2690-DVRVK,Yes,No,No
5688-KZTSN,Yes,No,No
1270-XKUCC,Yes,No,No
0334-ZFJSR,Yes,Yes,DSL
2894-QOJRX,No,No phone service,DSL
5747-PMBSQ,Yes,No,Fiber optic
5583-EJXRD,No,No phone service,DSL
4565-EVZMJ,Yes,No,DSL
3143-JQEGI,Yes,No,Fiber optic
6386-SZZKH,Yes,Yes,Fiber optic
3327-YBAKM,Yes,No,Fiber optic
9441-QHEVC,Yes,No,No
6705-LNMDD,Yes,No,DSL
2580-ASVVY,No,No phone service,DSL
3370-GQEAL,Yes,Yes,Fiber optic
5032-USPKF,Yes,Yes,DSL
2982-IHMFT,Yes,Yes,Fiber optic
3521-SYVOR,Yes,No,DSL
4254-QPEDE,No,No phone service,DSL
6283-GITPX,Yes,No,DSL
9526-JAWYF,Yes,No,Fiber optic
0771-CHWSK,Yes,Yes,DSL
9788-HNGUT,Yes,Yes,Fiber optic
9495-REDIY,No,No phone service,DSL
5375-XLDOF,Yes,Yes,Fiber optic
1172-VIYBP,Yes,Yes,DSL
5649-VUKMC,Yes,No,Fiber optic
6559-PDZLR,Yes,No,Fiber optic
8992-OBVDG,Yes,No,DSL
4273-MBHYA,Yes,No,Fiber optic
4724-WXVWF,Yes,Yes,Fiber optic
5701-GUXDC,No,No phone service,DSL
1460-UZPRJ,Yes,No,No
6082-GLJIX,Yes,No,No
5143-EGQFK,No,No phone service,DSL
4919-IKATY,Yes,Yes,Fiber optic
2495-TTHBQ,Yes,No,No
0485-ZBSLN,Yes,Yes,No
3810-PJUHR,Yes,Yes,No
9050-QLROH,Yes,Yes,Fiber optic
0847-HGRML,Yes,No,No
8232-CTLKO,Yes,No,DSL
9227-YBAXE,Yes,Yes,DSL
6168-WFVVF,Yes,No,Fiber optic
9860-LISIZ,Yes,No,No
0112-QAWRZ,Yes,Yes,Fiber optic
0877-SDMBN,Yes,Yes,Fiber optic
2786-GCDPI,Yes,Yes,Fiber optic
4043-MKDTV,Yes,No,Fiber optic
8065-YKXKD,Yes,Yes,Fiber optic
9637-EIHEQ,Yes,No,DSL
9229-RQABD,Yes,Yes,No
8313-KTIHG,Yes,No,DSL
5320-BRKGK,Yes,Yes,DSL
6284-KMNUF,Yes,Yes,Fiber optic
9689-PTNPG,Yes,No,Fiber optic
9465-RWMXL,Yes,Yes,Fiber optic
6229-UOLQL,No,No phone service,DSL
2362-IBOOY,Yes,Yes,Fiber optic
3137-LUPIX,Yes,Yes,DSL
0843-WTBXE,Yes,Yes,Fiber optic
6143-JQKEA,Yes,No,DSL
8676-OOQEJ,No,No phone service,DSL
5515-IDEJJ,Yes,No,No
9701-CDXHR,Yes,No,Fiber optic
7450-NWRTR,Yes,Yes,Fiber optic
8124-NZVGJ,No,No phone service,DSL
2162-FRZAA,No,No phone service,DSL
5376-DEQCP,Yes,No,Fiber optic
5118-MUEYH,Yes,Yes,Fiber optic
9095-HFAFX,Yes,No,Fiber optic
5627-TVBPP,Yes,No,No
2379-ENZGV,Yes,No,Fiber optic
3936-QQFLL,Yes,No,No
2589-AYCRP,Yes,No,No
4067-HLYQI,Yes,No,Fiber optic
5124-EOGYE,Yes,No,No
5057-RKGLH,Yes,No,No
0292-WEGCH,Yes,Yes,DSL
8910-ICHIU,Yes,No,Fiber optic
4097-YODCF,Yes,Yes,Fiber optic
9715-WZCLW,Yes,Yes,Fiber optic
9786-YWNHU,Yes,No,DSL
6407-GSJNL,Yes,Yes,No
6005-OBZPH,Yes,Yes,Fiber optic
4049-ZPALD,Yes,No,Fiber optic
7932-WPTDS,No,No phone service,DSL
3733-UOCWF,Yes,Yes,Fiber optic
6833-JMZYP,Yes,No,Fiber optic
2722-VOJQL,Yes,Yes,Fiber optic
1310-QRITU,Yes,Yes,DSL
8961-QDZZJ,Yes,No,Fiber optic
9715-SBVSU,Yes,No,DSL
8490-BXHEO,Yes,Yes,Fiber optic
7173-TETGO,Yes,Yes,Fiber optic
7929-SKFGK,Yes,Yes,Fiber optic
2300-RQGOI,Yes,No,No
3563-SVYLG,Yes,No,DSL
5228-EXCET,Yes,No,Fiber optic
6435-VWCCY,Yes,Yes,Fiber optic
4998-IKFSE,Yes,Yes,Fiber optic
8630-QSGXK,Yes,Yes,DSL
2455-USLMV,Yes,Yes,Fiber optic
7394-FKDNK,Yes,No,Fiber optic
9488-FVZCC,Yes,Yes,DSL
6331-LWDTQ,Yes,Yes,DSL
5995-WWKKG,Yes,No,No
1597-FZREH,Yes,No,DSL
7879-CGSFV,Yes,No,Fiber optic
9921-EZKBY,Yes,Yes,Fiber optic
7432-FFVAR,Yes,No,Fiber optic
7246-ZGQDF,Yes,No,DSL
7000-WCEVQ,Yes,Yes,DSL
0727-IWKVK,Yes,No,Fiber optic
5959-BELXA,Yes,Yes,Fiber optic
4456-RHSNB,Yes,No,DSL
3512-IZIKN,Yes,Yes,DSL
2481-SBOYW,Yes,Yes,No
7109-MFBYV,Yes,No,DSL
1833-TCXKK,Yes,Yes,Fiber optic
1832-PEUTS,Yes,Yes,Fiber optic
6141-OOXUQ,Yes,No,No
8660-BUETV,Yes,No,DSL
0580-PIQHM,Yes,Yes,Fiber optic
5696-CEIQJ,Yes,No,Fiber optic
7503-ZGUZJ,Yes,Yes,Fiber optic
1696-HXOWK,Yes,Yes,Fiber optic
3026-ATZYV,Yes,No,DSL
4012-YCFAI,Yes,No,DSL
2506-TNFCO,Yes,No,Fiber optic
9970-QBCDA,Yes,No,No
8718-PTMEZ,No,No phone service,DSL
9496-IVVRP,Yes,No,DSL
2207-OBZNX,Yes,No,DSL
2657-VPXTA,Yes,No,Fiber optic
6551-VLJMV,Yes,No,No
1221-GHZEP,Yes,No,DSL
9289-LBQVU,Yes,Yes,DSL
6142-VSJQO,Yes,No,DSL
3458-IDMFK,Yes,No,No
6933-FHBZC,Yes,No,DSL
0221-NAUXK,Yes,No,No
9770-KXGQU,Yes,Yes,Fiber optic
6437-UKHMV,Yes,No,Fiber optic
6538-POCHL,Yes,No,Fiber optic
6726-NNFWD,Yes,No,Fiber optic
3002-WQZWT,Yes,Yes,Fiber optic
4277-UDIEF,Yes,Yes,DSL
1208-NBVFH,Yes,No,DSL
4912-PIGUY,Yes,Yes,Fiber optic
1114-CENIM,Yes,Yes,DSL
6060-DRTNL,Yes,No,Fiber optic
2725-TTRIQ,Yes,Yes,DSL
3374-TTZTK,Yes,No,Fiber optic
8990-ZXLSU,Yes,No,Fiber optic
2275-RBYQS,Yes,No,DSL
8473-VUVJN,Yes,Yes,Fiber optic
6289-CPNLD,Yes,No,DSL
5536-SLHPM,Yes,Yes,Fiber optic
4419-UJMUS,Yes,Yes,Fiber optic
7794-JASDG,Yes,No,DSL
7609-YBPXG,Yes,Yes,DSL
5519-TEEUH,Yes,No,No
7856-GANIL,Yes,Yes,Fiber optic
0804-XBFBV,No,No phone service,DSL
2676-OXPPQ,Yes,No,DSL
3703-TTEPD,Yes,No,DSL
2799-TSLAG,Yes,Yes,No
0196-VULGZ,Yes,Yes,Fiber optic
8837-VVWLQ,Yes,No,Fiber optic
2696-NARTR,Yes,No,Fiber optic
2208-NKVVH,Yes,Yes,No
7614-QVWQL,No,No phone service,DSL
1976-CFOCS,Yes,No,DSL
4631-OACRM,Yes,No,Fiber optic
7139-JZFVG,Yes,No,DSL
4987-GQWPO,No,No phone service,DSL
3755-JBMNH,Yes,No,Fiber optic
1757-TCATG,Yes,No,No
6345-ULYRW,Yes,Yes,Fiber optic
4776-XSKYQ,No,No phone service,DSL
8048-DSDFQ,Yes,No,No
5753-QQWPW,Yes,No,DSL
6010-DDPPW,Yes,Yes,No
1809-DMJHQ,Yes,No,DSL
6693-FRIRW,Yes,No,Fiber optic
6586-MYGKD,Yes,Yes,DSL
3173-NVMPX,Yes,Yes,DSL
0248-PGHBZ,Yes,No,Fiber optic
0623-GDISB,Yes,No,DSL
2892-GESUL,Yes,No,No
6923-EFPNL,Yes,Yes,DSL
7472-EQOAV,Yes,No,Fiber optic
9574-RKJIF,Yes,Yes,Fiber optic
2043-WVTQJ,Yes,No,DSL
8034-RYTVV,Yes,Yes,Fiber optic
3863-QSTYI,Yes,No,DSL
2619-WFQWU,Yes,No,Fiber optic
5044-LRQAQ,Yes,No,Fiber optic
1716-LSAMB,Yes,No,DSL
1333-PBMXB,Yes,Yes,No
6546-OPBBH,Yes,Yes,No
5985-BEHZK,Yes,Yes,Fiber optic
9127-QRZMH,Yes,No,DSL
5919-VCZYM,Yes,No,No
9644-KVCNC,Yes,Yes,Fiber optic
2137-DQMEV,No,No phone service,DSL
8174-LNWMW,Yes,No,No
9279-CJEOJ,Yes,Yes,Fiber optic
7964-VEXDG,Yes,Yes,Fiber optic
2404-JIBFC,Yes,Yes,DSL
0778-NELLA,No,No phone service,DSL
8029-XYPWT,Yes,Yes,Fiber optic
4614-NUVZD,Yes,No,Fiber optic
4632-PAOYU,Yes,No,No
3803-KMQFW,Yes,No,No
6804-GDMOI,Yes,Yes,Fiber optic
2990-OGYTD,Yes,Yes,DSL
6646-JPPHA,Yes,No,Fiber optic
9572-MTILT,Yes,Yes,Fiber optic
7658-UYUQS,Yes,No,Fiber optic
7880-XSOJX,No,No phone service,DSL
9611-CTWIH,Yes,No,Fiber optic
4589-IUAJB,Yes,Yes,No
0329-GTIAJ,Yes,No,Fiber optic
8746-BFOAJ,Yes,No,No
8457-XIGKN,Yes,No,No
6072-NUQCB,Yes,No,No
6629-CZTTH,Yes,No,DSL
8838-GPHZP,Yes,No,No
8750-QWZAJ,Yes,No,No
5364-EVNIB,Yes,No,Fiber optic
6918-UMQCG,Yes,No,Fiber optic
0675-NCDYU,Yes,Yes,Fiber optic
6339-DKLMK,No,No phone service,DSL
1346-PJWTK,Yes,No,Fiber optic
5088-QZLRL,Yes,No,No
8023-QHAIO,Yes,Yes,Fiber optic
4397-FRLTA,Yes,No,No
3057-VJJQE,Yes,Yes,DSL
5087-SUURX,No,No phone service,DSL
2302-OUZXB,Yes,Yes,DSL
8133-ANHHJ,Yes,Yes,Fiber optic
2270-CHBFN,Yes,Yes,Fiber optic
0013-EXCHZ,Yes,No,Fiber optic
5982-FPVQN,Yes,Yes,Fiber optic
9107-UKCKY,Yes,Yes,DSL
4654-ULTTN,Yes,Yes,DSL
5550-VFRLC,Yes,No,Fiber optic
5546-BYZSM,Yes,No,No
1492-KGETH,Yes,Yes,DSL
4929-BSTRX,Yes,No,DSL
4163-HFTUK,Yes,No,No
8215-NGSPE,Yes,No,No
2225-ZRGSG,Yes,Yes,Fiber optic
8859-YSTWS,Yes,No,No
5271-YNWVR,Yes,Yes,Fiber optic
7601-DHFWZ,Yes,Yes,No
2657-ALMWY,Yes,No,Fiber optic
6330-JKLPC,Yes,Yes,Fiber optic
4667-OHGKG,Yes,No,No
1998-VHJHK,Yes,No,No
1707-HABPF,Yes,No,Fiber optic
1660-HSOOQ,Yes,No,DSL
7253-UVNDW,Yes,No,DSL
0487-VVUVK,Yes,No,No
7228-OMTPN,Yes,No,Fiber optic
5063-IUOKK,Yes,No,No
4508-OEBEY,Yes,No,DSL
0027-KWYKW,Yes,Yes,Fiber optic
2308-STERM,Yes,No,No
5982-XMDEX,Yes,Yes,No
6284-AHOOQ,Yes,Yes,Fiber optic
6051-PTVNS,Yes,No,No
2344-JMOGN,Yes,No,Fiber optic
3799-ISUZQ,Yes,No,Fiber optic
2877-VDUER,No,No phone service,DSL
9152-AMKAK,Yes,No,DSL
1794-HBQTJ,Yes,No,DSL
9432-VOFYX,Yes,No,Fiber optic
8049-WJCLQ,Yes,No,DSL
6586-PSJOX,Yes,No,DSL
2460-FPSYH,No,No phone service,DSL
9705-ZJBCG,Yes,No,DSL
4818-DRBQT,Yes,Yes,Fiber optic
1320-HTRDR,Yes,Yes,Fiber optic
6847-KJLTS,Yes,Yes,Fiber optic
9670-BPNXF,Yes,No,DSL
3913-FCUUW,Yes,Yes,DSL
3301-VKTGC,Yes,Yes,Fiber optic
1493-AMTIE,Yes,No,No
9555-SAHUZ,Yes,No,DSL
0816-TSPHQ,Yes,No,No
9932-WBWIK,Yes,No,No
4619-EVPHY,Yes,No,Fiber optic
5286-YHCVC,Yes,Yes,Fiber optic
6424-ELEYH,Yes,Yes,Fiber optic
4391-RESHN,Yes,Yes,Fiber optic
9115-YQHGA,Yes,No,DSL
4462-CYWMH,Yes,Yes,Fiber optic
8963-MQVYN,Yes,No,No
2458-EOMRE,Yes,No,DSL
9334-GWGOW,Yes,Yes,Fiber optic
6821-BUXUX,Yes,Yes,Fiber optic
5028-HTLJB,Yes,No,No
9801-GDWGV,Yes,Yes,Fiber optic
6542-LWGXJ,No,No phone service,DSL
5567-GZKQY,Yes,No,No
1222-LRYKO,Yes,Yes,No
2320-JRSDE,Yes,No,No
2087-QAREY,Yes,No,DSL
0601-WZHJF,No,No phone service,DSL
4423-JWZJN,Yes,Yes,Fiber optic
5143-WMWOG,Yes,No,No
6490-FGZAT,Yes,No,No
5393-RXQSZ,Yes,No,Fiber optic
7452-FOLON,Yes,Yes,No
2320-TZRRH,Yes,No,No
0231-LXVAP,Yes,No,Fiber optic
9444-JTXHZ,Yes,No,Fiber optic
4942-VZZOM,Yes,Yes,DSL
5510-BOIUJ,Yes,No,No
7502-BNYGS,Yes,No,DSL
4291-HYEBC,No,No phone service,DSL
6147-CBCRA,Yes,No,No
6047-SUHPR,Yes,No,DSL
4471-KXAUH,Yes,Yes,Fiber optic
9752-ZNQUT,Yes,No,DSL
7638-QVMVY,Yes,No,Fiber optic
1576-PFZIW,Yes,No,Fiber optic
5666-MBJPT,Yes,Yes,No
7312-XSBAT,Yes,No,DSL
3096-GKWEB,Yes,Yes,Fiber optic
2371-JQHZZ,Yes,Yes,Fiber optic
0674-GCDXG,Yes,Yes,DSL
1121-QSIVB,Yes,Yes,DSL
4396-KLSEH,Yes,No,No
3244-DCJWY,Yes,No,Fiber optic
2824-MYYBN,Yes,Yes,Fiber optic
0875-CABNR,Yes,No,Fiber optic
6345-HOVES,No,No phone service,DSL
8318-LCNBW,No,No phone service,DSL
6469-QJKZW,Yes,No,No
0147-ESWWR,Yes,Yes,Fiber optic
1217-VASWC,Yes,No,Fiber optic
7812-FZHPE,Yes,Yes,No
6370-ZVHDV,Yes,Yes,No
5915-DGNVC,Yes,Yes,DSL
6260-XLACS,Yes,No,No
3566-CAAYU,No,No phone service,DSL
4983-CCWMC,Yes,No,Fiber optic
9103-CXVOK,Yes,No,No
2896-TBNBE,Yes,No,Fiber optic
4797-AXPXK,Yes,No,DSL
5229-PRWKT,Yes,Yes,Fiber optic
6982-UQZLY,Yes,No,No
2522-WLNSF,Yes,No,DSL
3841-CONLJ,No,No phone service,DSL
5057-LCOUI,No,No phone service,DSL
0193-ESZXP,Yes,No,Fiber optic
4475-NVTLU,Yes,No,No
4369-HTUIF,Yes,No,Fiber optic
9386-LDCZR,Yes,No,Fiber optic
9585-KKMFD,Yes,No,No
5399-ZIMKF,Yes,No,Fiber optic
0336-KXKFK,No,No phone service,DSL
5619-XZZKR,Yes,No,No
3948-FVVRP,Yes,No,DSL
5327-XOKKY,Yes,Yes,DSL
0983-TATYJ,Yes,No,DSL
1813-JYWTO,Yes,Yes,Fiber optic
0156-FVPTA,Yes,No,DSL
1984-FCOWB,Yes,Yes,Fiber optic
0654-HMSHN,Yes,Yes,Fiber optic
6719-OXYBR,Yes,No,Fiber optic
3312-ZWLGF,Yes,Yes,Fiber optic
6476-YHMGA,Yes,No,DSL
5287-QWLKY,Yes,Yes,Fiber optic
0795-XCCTE,Yes,Yes,No
0168-XZKBB,Yes,Yes,Fiber optic
3785-NRHYR,Yes,No,No
5196-SGOAK,Yes,No,Fiber optic
4537-DKTAL,Yes,No,DSL
7072-MBHEV,Yes,Yes,Fiber optic
5602-BVFMK,Yes,No,No
6297-NOOPG,Yes,Yes,Fiber optic
1891-UAWWU,Yes,Yes,Fiber optic
8204-TIFGJ,Yes,No,No
8050-DVOJX,Yes,Yes,DSL
6108-OQZDQ,Yes,Yes,Fiber optic
0363-QJVFX,Yes,Yes,Fiber optic
8903-XEBGX,Yes,No,DSL
8169-SAEJD,No,No phone service,DSL
9840-DVNDC,Yes,No,Fiber optic
1089-XZWHH,Yes,No,No
2325-WINES,Yes,Yes,Fiber optic
6064-ZATLR,Yes,No,DSL
3096-JRDSO,Yes,Yes,Fiber optic
7824-PANSQ,Yes,Yes,Fiber optic
8042-JVNFH,Yes,No,Fiber optic
9648-BCHKM,Yes,Yes,No
2888-ADFAO,Yes,No,No
8707-HOEDG,Yes,Yes,Fiber optic
3374-LXDEV,Yes,Yes,Fiber optic
4072-IPYLT,Yes,No,DSL
7167-PCEYD,Yes,No,No
4936-YPJNK,Yes,No,No
1580-BMCMR,Yes,No,Fiber optic
4817-KEQSP,Yes,No,No
6408-WHTEF,Yes,Yes,DSL
9251-AWQGT,Yes,No,No
8749-CLJXC,Yes,No,No
7989-VCQOH,Yes,No,DSL
5049-GLYVG,Yes,No,No
4199-QHJNM,Yes,Yes,Fiber optic
8882-TLVRW,No,No phone service,DSL
5883-GTGVD,Yes,Yes,Fiber optic
5135-GRQJV,Yes,Yes,Fiber optic
2384-OVPSA,Yes,No,No
1371-WEPDS,Yes,No,DSL
3580-GICBM,Yes,Yes,No
4817-QRJSX,Yes,Yes,Fiber optic
9730-DRTMJ,Yes,Yes,DSL
4686-UXDML,Yes,Yes,Fiber optic
3349-ANQNH,Yes,Yes,Fiber optic
2398-YPMUR,Yes,No,Fiber optic
0932-YIXYU,Yes,No,No
7480-SPLEF,Yes,Yes,No
7636-XUHWW,Yes,No,No
1431-CYWMH,Yes,No,No
5937-EORGB,Yes,Yes,Fiber optic
6349-JDHQP,Yes,No,No
5539-HIVAK,Yes,Yes,No
5847-MXBEO,Yes,No,No
9985-MWVIX,Yes,No,Fiber optic
4583-PARNH,Yes,No,Fiber optic
1116-FRYVH,No,No phone service,DSL
1421-HCERK,Yes,Yes,Fiber optic
9633-XQABV,Yes,No,Fiber optic
0716-BQNDX,Yes,Yes,Fiber optic
1265-XTECC,Yes,Yes,Fiber optic
1183-CANVH,Yes,No,DSL
1972-XMUWV,Yes,No,DSL
8679-LZBMD,Yes,No,Fiber optic
3407-JMJQQ,Yes,Yes,Fiber optic
6252-DFGTK,Yes,Yes,DSL
1539-LNKHM,Yes,No,No
8645-KOMJQ,Yes,Yes,DSL
0289-IVARM,Yes,No,DSL
9761-XUJWD,Yes,No,DSL
4057-FKCZK,Yes,Yes,Fiber optic
4291-TPNFG,Yes,Yes,DSL
6087-YPWHO,Yes,Yes,DSL
3090-QFUVD,Yes,No,No
2237-ZFSMY,Yes,No,Fiber optic
1722-LDZJS,Yes,No,No
1818-ESQMW,Yes,No,Fiber optic
4871-JTKJF,Yes,No,Fiber optic
1415-YFWLT,Yes,No,Fiber optic
7401-RUBNK,Yes,No,Fiber optic
0506-YLVKJ,Yes,No,No
8661-BOYNW,Yes,Yes,DSL
6711-VTNRE,Yes,No,Fiber optic
4815-GBTCD,No,No phone service,DSL
2805-AUFQN,Yes,No,No
0980-PVMRC,No,No phone service,DSL
7233-DRTRF,Yes,Yes,Fiber optic
3500-RMZLT,Yes,No,Fiber optic
3873-NFTGI,Yes,Yes,DSL
1162-ECVII,Yes,Yes,Fiber optic
7048-GXDAY,Yes,Yes,Fiber optic
8571-ZCMCX,No,No phone service,DSL
1169-WCVAK,Yes,Yes,Fiber optic
4548-SDBKE,Yes,Yes,Fiber optic
8066-POXGX,No,No phone service,DSL
7129-CAKJW,Yes,Yes,Fiber optic
8695-ARGXZ,Yes,Yes,Fiber optic
3570-YUEKJ,Yes,No,DSL
4143-OOBWZ,Yes,Yes,Fiber optic
1555-HAPSU,Yes,Yes,No
1697-NVVGY,Yes,No,DSL
7854-EKTJL,Yes,No,No
8464-EETCQ,Yes,No,No
2419-FSORS,Yes,Yes,Fiber optic
8132-YPVBX,Yes,No,Fiber optic
9102-IAYHT,Yes,Yes,Fiber optic
6754-LZUKA,Yes,Yes,DSL
3422-LYEPQ,Yes,No,Fiber optic
8099-MZPUJ,Yes,Yes,Fiber optic
0787-LHDYT,Yes,No,No
2642-DTVCO,Yes,Yes,Fiber optic
0374-IOEGQ,Yes,No,DSL
4361-JEIVL,Yes,No,DSL
3197-NNYNB,Yes,Yes,Fiber optic
3396-DKDEL,Yes,Yes,Fiber optic
1752-OZXFY,Yes,No,DSL
9066-QRSDU,Yes,Yes,No
9112-WSNPU,Yes,No,Fiber optic
9867-NNXLC,Yes,No,No
5321-NTRKC,Yes,Yes,DSL
1363-TXLSL,Yes,No,Fiber optic
9507-EXLTT,Yes,No,Fiber optic
3161-GETRM,Yes,Yes,Fiber optic
0402-OAMEN,Yes,Yes,No
6933-VLYFX,No,No phone service,DSL
6754-WKSHP,Yes,Yes,No
9846-GKXAS,Yes,No,Fiber optic
6017-PPLPX,Yes,No,Fiber optic
4976-LNFVV,No,No phone service,DSL
5055-MGMGF,Yes,Yes,Fiber optic
4641-FROLU,Yes,No,No
2862-JVEOY,Yes,No,No
2969-QWUBZ,No,No phone service,DSL
9822-BIIGN,Yes,Yes,DSL
2077-MPJQO,Yes,Yes,Fiber optic
1534-OULXE,Yes,No,DSL
7136-RVDTZ,No,No phone service,DSL
2971-SGAFL,Yes,Yes,DSL
1480-IVEVR,Yes,Yes,Fiber optic
2905-KFQUV,Yes,No,Fiber optic
4581-SSPWD,Yes,Yes,Fiber optic
3370-HXOPH,Yes,Yes,Fiber optic
9391-YZEJW,Yes,Yes,Fiber optic
9958-MEKUC,Yes,Yes,Fiber optic
0281-CNTZX,Yes,No,No
6927-WTFIV,Yes,No,Fiber optic
4118-CEVPF,Yes,Yes,Fiber optic
3398-ZOUAA,Yes,No,Fiber optic
9114-VEPUF,Yes,Yes,Fiber optic
7876-BEUTG,Yes,Yes,DSL
2338-BQEZT,Yes,No,DSL
9873-MNDKV,Yes,No,DSL
0378-NHQXU,Yes,Yes,Fiber optic
8241-JUIQO,Yes,No,No
2194-IIQOF,Yes,Yes,DSL
4512-ZUIYL,Yes,No,Fiber optic
9631-RXVJM,Yes,No,No
9584-EXCDZ,Yes,No,Fiber optic
7969-AULMZ,Yes,Yes,Fiber optic
5093-FEGLU,Yes,No,No
2621-UDNLU,Yes,No,No
7526-IVLYU,Yes,No,No
2428-HYUNX,Yes,No,No
9214-EKVXR,Yes,No,DSL
3410-MHHUM,Yes,Yes,Fiber optic
0568-ONFPC,Yes,Yes,No
0733-VUNUW,Yes,Yes,DSL
4550-EVXNY,Yes,No,Fiber optic
2122-YWVYA,Yes,No,Fiber optic
2968-SSGAA,Yes,Yes,Fiber optic
2296-DKZFP,Yes,No,DSL
4844-JJWUY,Yes,No,Fiber optic
6777-TGHTM,Yes,Yes,Fiber optic
8909-BOLNL,Yes,No,No
6603-YRDCJ,Yes,No,DSL
3538-WZPHD,No,No phone service,DSL
3229-USWAR,Yes,No,DSL
2138-VFAPZ,Yes,No,No
6131-JLWZM,Yes,No,No
4785-QRJHC,No,No phone service,DSL
0269-XFESX,Yes,Yes,No
1709-EJDOX,Yes,No,No
4316-XCSLJ,Yes,No,DSL
8610-WFCJF,Yes,Yes,Fiber optic
9693-XMUOB,No,No phone service,DSL
0383-CLDDA,Yes,Yes,DSL
4905-JEFDW,No,No phone service,DSL
2709-UQGNP,Yes,No,DSL
3549-ZTMNH,Yes,Yes,No
7881-INRLC,Yes,Yes,Fiber optic
8033-ATFAS,Yes,No,DSL
1635-NZATJ,Yes,Yes,No
0562-HKHML,Yes,Yes,No
8277-RVRSV,Yes,Yes,No
9943-VSZUV,Yes,Yes,Fiber optic
0117-LFRMW,No,No phone service,DSL
6172-FECYY,Yes,Yes,Fiber optic
7054-ENNGU,Yes,No,DSL
1455-HFBXA,Yes,Yes,Fiber optic
9402-CXWPL,Yes,Yes,Fiber optic
1628-BIZYP,Yes,No,Fiber optic
1965-AKTSX,Yes,Yes,Fiber optic
0082-LDZUE,Yes,No,DSL
4786-UKSNZ,Yes,No,No
5343-SGUBI,Yes,Yes,Fiber optic
0856-NAOES,Yes,No,DSL
1976-AZZPJ,No,No phone service,DSL
7248-VZQLC,Yes,Yes,Fiber optic
6156-UZDLF,Yes,No,Fiber optic
3099-OONVS,Yes,No,DSL
9500-WBGRP,Yes,No,No
5183-KLYEM,Yes,Yes,Fiber optic
5144-PQCDZ,Yes,No,No
8514-VZHEB,Yes,No,No
6625-IUTTT,Yes,No,DSL
9355-NPPFS,Yes,No,Fiber optic
0068-FIGTF,Yes,No,DSL
5965-GGPRW,Yes,Yes,Fiber optic
8035-PWSEV,Yes,No,Fiber optic
2236-HILPA,Yes,No,No
1840-BIUOG,Yes,Yes,DSL
1356-MKYSK,Yes,No,DSL
6080-LNESI,Yes,Yes,No
1830-IPXVJ,Yes,No,No
5828-DWPIL,Yes,Yes,Fiber optic
8398-TBIYD,Yes,Yes,Fiber optic
0011-IGKFF,Yes,No,Fiber optic
4192-GORJT,Yes,No,Fiber optic
6496-SLWHQ,Yes,Yes,Fiber optic
9912-GVSEQ,Yes,Yes,Fiber optic
2931-FSOHN,Yes,No,DSL
9418-RUKPH,Yes,No,No
5383-MMTWC,Yes,Yes,Fiber optic
9971-ZWPBF,Yes,Yes,Fiber optic
4712-AUQZO,No,No phone service,DSL
9711-FJTBX,Yes,No,Fiber optic
2908-ZTPNF,No,No phone service,DSL
